"file","subject","time","condition","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","P0_Q1","P0_Q2","P0_Q3","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","posimgs","age","gender","pics","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","SMS5","SVS","ITW","ITW_group","stimulus","qbit","accuracy","Q0","autonomie1","autonomie2","autonomie3","BF"
128,"sag6cl6cpf3h3fdf","2023-11-03T12:35:01Z","save",0,0,0,0,0,0,0,0,3,3,2,2,3,2,5,43,"weiblich",9,6,6,3,3,3,2.4,0,3,"high",NA,NA,NA,NA,NA,NA,NA,1.0336841858627877
129,"2nrglkt6xc8rmbsy","2023-11-03T12:58:25Z","save",3,5,4,3,4,7,7,7,1,1,3,3,3,3,15,57,"female",11,1,3,2,2,2,3,7,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.0611376307858302
130,"wpoamj9y51lb230b","2023-11-03T13:00:57Z","save",3,3,3,5,4,6,2,7,2,3,5,4,1,4,7,21,"weiblich",6,3,1,0,1,1,2.8,5,1.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.9470040823638866
131,"v5a0xq3vsn58bc8a","2023-11-03T13:03:02Z","save",0,0,0,6,0,10,0,10,0,0,5,5,1,5,13,56,"weiblich",13,6,0,0,0,0,1.2,6.666666666666667,0.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.0211701537856455
133,"8v7cy0mxr3c6uk44","2023-11-03T13:13:37Z","save",5,5,0,4,0,10,7,7,3,5,5,2,2,4,15,55,"weiblich",9,1,2,0,3,1,1.6,8,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.9931549930933095
135,"h4ar060gjubg69ba","2023-11-03T13:21:22Z","save",0,6,3,3,0,10,10,10,5,5,3,3,5,3,19,56,"female",14,0,3,2,2,2,1.2,10,3.5,"high",NA,NA,NA,NA,NA,NA,NA,1.0991626393619274
136,"lrc844fwj33ozmte","2023-11-03T13:32:17Z","save",0,3,3,3,4,6,5,8,0,0,4,4,3,3,16,53,"female",13,3,3,1,1,2,2.6,6.333333333333333,1.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.1902165365957647
137,"708zy5oj29ej6jk7","2023-11-03T13:37:39Z","save",2,2,6,1,4,3,2,3,5,5,3,2,4,2,10,22,"männlich",11,4,5,2,3,3,4.2,2.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.2234408102523469
138,"rl58pj2hkggwk3vz","2023-11-03T13:49:52Z","save",3,3,3,1,3,2,2,2,2,2,2,3,5,3,10,53,"weiblich",11,3,5,3,2,2,3.4,2,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.258000327098133
140,"zb0qqxoz6c5hbrts","2023-11-03T13:55:23Z","save",3,4,2,2,3,7,7,7,4,3,1,1,3,2,12,22,"weiblich",10,2,4,4,4,3,2.8,7,3.5,"high",NA,NA,NA,NA,NA,NA,NA,1.2572204515469403
141,"z8hgaz8xm57lg9zm","2023-11-03T13:57:31Z","save",5,5,4,5,2,10,9,8,1,0,5,5,0,3,8,41,"female",10,1,1,0,0,2,2.6,9,0.5,"low",NA,NA,NA,NA,NA,NA,NA,1.2564420493222823
143,"s1eplxlcvmkg2g3r","2023-11-03T14:02:05Z","save",0,6,0,4,0,5,5,5,4,4,2,3,3,2,8,19,"männlich",8,0,2,3,2,3,0.4,5,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.1832239561308102
144,"78hnrb7dsf4rs44v","2023-11-03T14:16:01Z","save",0,5,0,5,0,8,8,8,1,1,3,5,0,3,9,50,"female",9,1,1,2,0,2,0.4,8,1,"low",NA,NA,NA,NA,NA,NA,NA,1.1489816710646918
148,"kc2ryyry6wg7stho","2023-11-03T14:43:20Z","save",1,4,1,6,1,10,9,9,4,3,2,2,1,3,10,62,"female",9,2,0,3,3,2,1,9.333333333333334,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.1160890901791516
150,"v3cpadc0jk0jsznl","2023-11-03T14:57:48Z","save",3,2,4,2,4,4,6,5,1,1,2,3,1,1,10,22,"male",9,4,4,3,2,4,3.8,5,2,"low",NA,NA,NA,NA,NA,NA,NA,1.0844820798735755
152,"uk9jx598rzo7xgmr","2023-11-03T15:09:34Z","save",3,1,5,3,4,6,4,6,3,2,1,1,5,1,9,19,"female",10,5,3,4,4,4,4,5.333333333333333,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.0837522815340805
153,"szjso36d4cdo0hu4","2023-11-03T15:15:26Z","save",0,4,3,4,0,6,6,6,4,3,1,1,4,1,15,47,"female",12,2,2,4,4,4,1.4,6,3.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.1430354426331677
154,"ptf8atkhopcbtb68","2023-11-03T15:15:46Z","save",0,4,1,3,5,8,6,7,4,3,2,3,1,3,11,50,"male",9,2,3,3,2,2,2.2,7,2.5,"low",NA,NA,NA,NA,NA,NA,NA,1.1103531775917144
155,"3tx98zjzcqzwfuwd","2023-11-03T15:22:24Z","save",3,3,2,4,1,8,7,9,5,5,4,4,4,4,15,22,"männlich",10,3,2,1,1,1,2.2,8,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.1096205172662195
156,"gcayagm7lsaebnrz","2023-11-03T15:33:29Z","save",1,5,4,3,0,6,6,6,1,2,3,3,2,2,10,44,"female",9,1,3,2,2,3,1.8,6,2,"low",NA,NA,NA,NA,NA,NA,NA,1.0782238957104637
157,"n3srypuuh21htcfp","2023-11-03T15:33:42Z","save",3,3,3,1,3,6,4,1,2,3,2,2,3,3,8,22,"weiblich",6,3,5,3,3,2,3.4,3.666666666666667,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.9622097499525087
158,"nh1w2l945gv6ayyu","2023-11-03T15:34:09Z","save",2,1,4,1,0,3,3,3,4,3,1,1,4,5,2,19,"female",6,5,5,4,4,0,3.2,3,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.8639114282349659
159,"03v1os5whyn09592","2023-11-03T15:49:02Z","save",0,6,1,1,1,3,2,1,3,3,3,4,2,2,8,29,"männlich",10,0,5,2,1,3,1.4,2,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.8632605953944825
160,"60ussxeqeej1ogwm","2023-11-03T16:27:02Z","save",5,6,0,4,0,10,8,9,2,3,4,2,1,5,10,27,"weiblich",9,0,2,1,3,0,1.4,9,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8413200545692405
163,"vclrd1qm6k5gyfc8","2023-11-03T17:48:46Z","save",0,4,1,1,1,8,4,5,4,4,1,1,4,2,15,21,"female",14,2,5,4,4,3,1.8,5.666666666666667,3.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.9245757309228984
165,"8rd18kyqkqapadrw","2023-11-03T18:33:02Z","save",0,5,0,5,0,10,10,10,1,1,5,5,5,5,16,28,"männlich",12,1,1,0,0,0,0.4,10,1.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.971442894440874
170,"e2gky8nx0dh0gmsp","2023-11-03T19:57:41Z","save",0,6,0,6,0,8,8,8,1,4,3,1,3,2,14,60,"männlich",9,0,0,2,4,3,0,8,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.9456254654696397
171,"tg6xff2ta8mwat28","2023-11-03T20:08:26Z","save",0,5,1,5,0,10,7,7,1,1,3,4,3,4,20,58,"female",6,1,1,2,1,1,0.6,8,1.5,"low",NA,NA,NA,NA,NA,NA,NA,0.8503294492630937
173,"6x72pwzkaypm11s3","2023-11-03T20:33:28Z","save",2,5,1,6,0,4,3,7,3,4,1,1,4,2,7,20,"female",7,1,0,4,4,3,0.8,4.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.7885370963816353
174,"xp2bvoadojq5ez4d","2023-11-03T20:47:29Z","save",4,1,2,1,3,2,4,5,5,5,1,1,4,1,9,22,"männlich",15,5,5,4,4,4,3.8,3.666666666666667,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.8828835971302706
177,"bms0yy9krnw3hvym","2023-11-03T21:48:27Z","save",2,6,4,4,1,3,3,4,4,4,1,1,4,1,10,48,"female",8,0,2,4,4,4,1.8,3.333333333333333,4,"high",NA,NA,NA,NA,NA,NA,NA,0.8391763772131661
178,"6zu12tas0vyytjgr","2023-11-03T21:49:01Z","save",3,2,2,0,4,3,3,3,2,3,2,2,3,2,20,32,"female",14,4,6,3,3,3,3.8,3,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.9208520717220903
181,"rd3m6a3bmyk4jmfe","2023-11-03T23:25:59Z","save",0,5,0,6,0,10,10,10,2,2,3,3,1,4,11,60,"female",11,1,0,2,2,1,0.2,10,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.9433754536821279
182,"uhjx0p8o4tnt2cdm","2023-11-03T23:38:51Z","save",5,6,0,6,1,10,10,10,0,0,5,5,2,5,6,50,"female",8,0,0,0,0,0,1.2,10,0.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.8955055427971587
184,"of7acevk132ast5h","2023-11-04T00:24:41Z","save",0,4,0,6,0,10,10,10,0,0,5,4,1,5,7,43,"female",7,2,0,0,1,0,0.4,10,0.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.829673762659414
186,"9upl4mp9n1wxguy5","2023-11-04T02:16:55Z","save",0,6,5,4,0,10,7,10,5,3,4,4,4,3,12,50,"female",9,0,2,1,1,2,1.4,9,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8093456065801977
188,"9yznyrxs2sy4ggv5","2023-11-04T06:57:58Z","save",1,3,0,4,0,8,5,6,3,4,1,1,3,1,10,56,"männlich",10,3,2,4,4,4,1.2,6.333333333333333,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.8087337358475319
190,"3xx64ys233apsq5k","2023-11-04T09:07:10Z","save",4,3,1,4,1,8,7,7,3,3,3,2,2,3,9,30,"männlich",10,3,2,2,3,2,2.2,7.333333333333333,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.808123383178706
191,"5r30c0vrc6fw5f5d","2023-11-04T09:54:13Z","save",0,2,0,3,0,4,6,3,4,4,4,2,4,2,9,45,"weiblich",11,4,3,1,3,3,1.4,4.333333333333333,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.8267426672473583
192,"6ejo0o13o9sjt3r8","2023-11-04T09:54:47Z","save",0,5,3,3,0,9,8,8,4,4,3,2,3,5,12,55,"female",13,1,3,2,3,0,1.4,8.333333333333334,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8862363749850736
193,"63cr1nqe77ml0v3v","2023-11-04T10:05:40Z","save",4,4,4,4,4,10,5,10,4,4,4,4,3,4,15,35,"männlich",11,2,2,1,1,1,3.2,8.333333333333334,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.9075244801561272
194,"s66l4zagfpbc928c","2023-11-04T10:15:45Z","save",1,3,5,3,0,8,4,6,1,1,2,2,2,3,16,22,"female",10,3,3,3,3,2,2.4,6,2,"low",NA,NA,NA,NA,NA,NA,NA,0.9068833621153088
195,"deptovfw1smdmd65","2023-11-04T10:16:32Z","save",0,2,1,0,0,10,5,8,4,3,0,1,5,0,10,17,"female",11,4,6,5,4,5,2.2,7.666666666666667,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.9289231021462506
196,"um5opn1umkklyt1l","2023-11-04T10:16:59Z","save",4,4,2,4,2,7,5,7,3,3,3,3,3,3,12,29,"männlich",7,2,2,2,2,2,2.4,6.333333333333333,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.8595336511734624
199,"v0zvlsqxbosgn8cy","2023-11-04T11:20:30Z","save",0,5,5,5,0,10,10,10,4,4,4,4,4,5,7,40,"weiblich",11,1,1,1,1,0,1.4,10,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.8798947171881634
200,"nf8bw4gp7awu069f","2023-11-04T11:30:48Z","save",1,4,2,2,0,3,3,4,3,3,2,3,1,2,13,22,"male",10,2,4,3,2,3,1.8,3.333333333333333,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.8792682032925951
202,"5zhmrm35ucmhgf8m","2023-11-04T11:54:09Z","save",2,2,3,4,0,8,7,9,2,4,2,2,1,3,14,30,"male",13,4,2,3,3,2,2.2,8,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.944197071066537
203,"3uqyvroe6foveaf8","2023-11-04T11:54:29Z","save",0,6,0,6,0,10,10,10,0,0,5,5,0,5,10,45,"female",10,0,0,0,0,0,0,10,0,"low",NA,NA,NA,NA,NA,NA,NA,0.9435510874460491
204,"qxqzg9j5667rgqdj","2023-11-04T12:04:36Z","save",3,4,6,3,1,4,5,5,3,2,3,4,2,3,15,29,"male",10,2,3,2,1,2,3,4.666666666666667,2,"low",NA,NA,NA,NA,NA,NA,NA,0.942906536582123
205,"vr123y9x4pfynefw","2023-11-04T12:07:55Z","save",4,3,3,3,0,5,5,5,3,3,3,3,2,2,18,20,"male",9,3,3,2,2,3,2.6,5,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.9185509948759041
207,"j2cdn2re12qje4wy","2023-11-04T12:58:13Z","save",6,6,3,3,4,10,4,8,5,0,4,4,2,5,10,25,"weiblich",8,0,3,1,1,0,3.2,7.333333333333333,1.5,"low",NA,NA,NA,NA,NA,NA,NA,0.8725111318937588
211,"jq54njuxeepu12q1","2023-11-04T14:12:32Z","save",0,5,2,3,0,6,4,8,4,5,2,2,3,2,10,48,"female",13,1,3,3,3,3,1.2,6,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.936715022810159
215,"lf98v1r0s7df8dek","2023-11-04T16:19:34Z","save",0,5,3,2,2,7,5,7,5,5,0,0,1,0,4,56,"female",10,1,4,5,5,5,2,6.333333333333333,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.9360775612634618
219,"lh2p91pdc59jxwks","2023-11-04T17:29:41Z","save",0,5,2,4,0,8,8,8,2,2,4,4,3,3,17,55,"female",9,1,2,1,1,2,1,8,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.9119977206568762
222,"zz4zp4ql4ugs8gf8","2023-11-04T18:20:29Z","save",0,6,2,5,0,10,10,10,4,5,2,3,4,4,20,37,"male",9,0,1,3,2,1,0.6,10,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.8887744611238506
225,"eaym5fx66pdorczo","2023-11-05T03:44:21Z","save",0,6,0,4,0,8,9,9,2,2,3,3,3,4,13,55,"female",8,0,2,2,2,1,0.4,8.666666666666666,2,"low",NA,NA,NA,NA,NA,NA,NA,0.8448731155301065
226,"g8kf82rslk1jfgjp","2023-11-05T05:02:37Z","save",1,5,3,5,1,8,8,8,2,2,3,3,2,4,7,45,"male",8,1,1,2,2,1,1.4,8,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.8040494698234983
227,"2g4t0ve7wd0xc93s","2023-11-05T07:24:24Z","save",2,5,1,3,4,9,10,10,4,5,3,5,4,5,10,40,"female",12,1,3,2,0,0,2.2,9.666666666666666,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.8417685249279349
228,"k3t3gtb28vwk21xw","2023-11-05T08:15:44Z","save",4,3,3,2,0,10,7,10,1,1,4,4,4,4,15,27,"female",13,3,4,1,1,1,2.8,9,1.5,"low",NA,NA,NA,NA,NA,NA,NA,0.9026972201139615
230,"mqm0f39wruaa5zoa","2023-11-05T08:26:08Z","save",5,3,3,1,0,5,4,7,3,3,2,5,0,1,11,29,"male",9,3,5,3,0,4,3.2,5.333333333333333,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8798649455213986
232,"6lxr0o1x8cv7btj1","2023-11-05T08:49:22Z","save",0,6,3,2,0,5,5,7,5,5,0,1,5,1,5,30,"male",7,0,4,5,4,4,1.4,5.666666666666667,4.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.8158873136446063
234,"8rrcqj82dkx4q6uz","2023-11-05T08:55:39Z","save",5,2,4,2,5,7,6,6,5,5,1,1,4,1,15,29,"male",9,4,4,4,4,4,4.4,6.333333333333333,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.7961165653773422
235,"9kkk1p34961j8zl0","2023-11-05T08:56:17Z","save",0,6,1,5,0,10,10,10,1,0,5,5,5,5,12,30,"female",11,0,1,0,0,0,0.4,10,1,"low",NA,NA,NA,NA,NA,NA,NA,0.8142836511166823
237,"4ah5cn4ouc784623","2023-11-05T09:10:17Z","save",0,6,6,3,0,6,6,6,1,1,4,4,2,4,10,30,"male",11,0,3,1,1,1,1.8,6,1.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8330701670835956
240,"6ocx00j9akrqykpb","2023-11-05T09:35:51Z","save",0,3,0,4,0,6,6,7,0,3,3,0,4,4,13,30,"male",11,3,2,2,5,1,1,6.333333333333333,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.8525020667616495
242,"ox98m0uwpny762lj","2023-11-05T10:17:31Z","save",0,5,0,5,0,4,2,5,0,0,4,5,0,5,14,30,"male",12,1,1,1,0,0,0.4,3.666666666666667,0.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8934768246142996
243,"e7vrjxgmhavd7dbm","2023-11-05T10:20:12Z","save",4,3,5,4,4,4,4,4,5,5,4,2,4,3,5,26,"weiblich",4,3,2,1,3,2,3.6,4,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.7667717248440806
244,"m93h49qe9eumvfzk","2023-11-05T10:44:51Z","save",4,2,3,4,1,9,7,8,5,5,0,0,1,0,10,27,"female",8,4,2,5,5,5,2.8,8,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.731631985429473
245,"qfaafklta6rcyyck","2023-11-05T11:17:51Z","save",0,4,4,2,0,6,5,5,1,1,3,3,1,3,10,30,"female",10,2,4,2,2,2,2,5.333333333333333,1.5,"low",NA,NA,NA,NA,NA,NA,NA,0.7310891561054262
246,"yfm5bs577th0txj8","2023-11-05T11:45:06Z","save",0,6,5,4,1,8,6,7,5,5,2,2,4,2,9,30,"male",13,0,2,3,3,3,1.6,7,3.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.7803726300885453
247,"3ds8bo7m27eeog03","2023-11-05T12:32:53Z","save",1,5,3,2,1,6,6,6,2,2,1,2,3,2,7,30,"male",7,1,4,4,3,3,2,6,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.7270677051223323
251,"aclneeca8vkwc2zg","2023-11-05T14:06:35Z","save",4,0,0,4,4,3,3,5,1,0,1,1,0,1,7,43,"female",13,6,2,4,4,4,3.2,3.666666666666667,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.7758068223856582
255,"dquvjop14hpr48u5","2023-11-05T17:48:06Z","save",3,3,3,1,4,7,6,7,4,3,4,4,2,4,10,63,"männlich",12,3,5,1,1,1,3.6,6.666666666666667,2,"low",NA,NA,NA,NA,NA,NA,NA,0.8111072859458139
256,"882zac01a19po8s6","2023-11-05T18:23:12Z","save",4,2,5,1,1,3,1,3,3,2,4,4,1,4,7,53,"female",8,4,5,1,1,1,3.8,2.333333333333333,1.5,"low",NA,NA,NA,NA,NA,NA,NA,0.773186344422534
257,"qg6mab1zvjutzrv2","2023-11-05T18:30:36Z","save",0,6,0,5,0,10,10,10,0,0,5,5,4,5,20,44,"female",11,0,1,0,0,0,0.2,10,0.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.7903796800831029
262,"b97scxnjze6x3nln","2023-11-05T18:52:59Z","save",0,4,2,5,0,10,10,10,3,2,3,2,3,3,10,43,"female",9,2,1,2,3,2,1,10,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.7717064422150629
264,"2013v32gm8fm37h9","2023-11-05T19:12:29Z","save",0,6,5,6,0,9,2,8,0,0,3,1,1,4,15,56,"männlich",13,0,0,2,4,1,1,6.333333333333333,1.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.8247470153866044
265,"m3fy7sh62ulyexo8","2023-11-05T19:26:42Z","save",3,5,2,3,1,8,5,6,1,1,2,4,3,4,12,15,"weiblich",10,1,3,3,1,1,2,6.333333333333333,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8241773643410165
268,"nvp13vxz1ldukq2w","2023-11-05T20:45:32Z","save",4,5,3,5,4,8,9,8,3,3,3,1,2,2,7,38,"male",7,1,1,2,4,3,2.6,8.333333333333334,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.7667242579358771
273,"0xknqlat899whjtv","2023-11-06T08:36:38Z","save",5,6,0,6,0,10,7,9,2,2,3,3,2,3,10,58,"weiblich",12,0,0,2,2,2,1,8.666666666666666,2,"low",NA,NA,NA,NA,NA,NA,NA,0.8013527955898526
276,"5mfoxkrphlmht8ck","2023-11-06T10:12:58Z","save",0,2,0,6,0,10,10,10,3,3,4,3,1,4,13,50,"männlich",10,4,0,1,2,1,0.8,10,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.800795143864041
278,"2bgtdlaqsmt43oke","2023-11-06T10:37:32Z","save",0,6,4,5,1,8,8,8,1,2,3,3,4,3,14,45,"female",13,0,1,2,2,2,1.2,8,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.8566047431350651
279,"y6zcqp88g3919h0m","2023-11-06T10:56:44Z","save",2,6,2,2,1,10,10,10,5,5,0,0,5,0,10,40,"female",7,0,4,5,5,5,1.8,10,5,"high",NA,NA,NA,NA,NA,NA,NA,0.7960513919708139
284,"kn3srlzmoqbn020k","2023-11-06T11:55:48Z","save",2,4,3,2,4,4,3,7,5,4,2,1,4,1,10,22,"männlich",7,2,4,3,4,4,3,4.666666666666667,4,"high",NA,NA,NA,NA,NA,NA,NA,0.741628505157407
285,"d9ogr7mnap3qs3jp","2023-11-06T12:07:52Z","save",0,2,5,1,5,3,4,4,3,3,1,1,4,1,8,22,"male",8,4,5,4,4,4,3.8,3.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.7085001265837799
288,"aknhsvysn5zs3qp6","2023-11-06T12:18:59Z","save",5,3,4,1,2,7,5,4,2,1,2,4,3,2,8,22,"female",9,3,5,3,1,3,3.8,5.333333333333333,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.6926327963479293
293,"ek5t5hssd4qte1yv","2023-11-06T12:53:51Z","save",3,4,5,4,1,6,10,9,4,4,2,1,4,5,10,21,"weiblich",8,2,2,3,4,0,2.6,8.333333333333334,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.662628952923641
294,"rnej1nzbw5nsrapx","2023-11-06T12:57:33Z","save",3,5,3,2,2,8,8,8,3,3,3,3,3,3,6,22,"female",8,1,4,2,2,2,2.6,8,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.6345111288997896
296,"97zd1fp1berx2ok4","2023-11-06T13:49:57Z","save",3,6,2,4,4,3,1,3,5,5,0,1,1,0,5,21,"female",8,0,2,5,4,5,2.2,2.333333333333333,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.6081331155033727
297,"fbgkaol1m6nh0z4c","2023-11-06T14:05:26Z","save",0,1,1,6,1,7,1,8,1,2,4,4,4,4,12,58,"männlich",6,5,0,1,1,1,1.4,5.333333333333333,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.5599101595013477
298,"oby3edl3050dc14d","2023-11-06T14:30:55Z","save",1,1,3,1,3,3,5,3,3,5,3,3,3,4,6,16,"weiblich",11,5,5,2,2,1,3.4,3.666666666666667,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.570425117335921
299,"zpexsgevg7ep61tx","2023-11-06T14:44:56Z","save",0,6,0,6,0,9,7,9,0,1,3,3,2,3,17,56,"weiblich",12,0,0,2,2,2,0,8.333333333333334,1.5,"low",NA,NA,NA,NA,NA,NA,NA,0.5926676602175821
300,"1tba80hwmrxky7b0","2023-11-06T14:46:21Z","save",0,4,1,0,0,7,5,5,3,3,1,1,3,1,10,58,"male",11,2,6,4,4,4,1.8,5.666666666666667,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.604136369321208
301,"87f2zxc09mwvb17v","2023-11-06T15:00:37Z","save",2,2,3,0,0,1,1,1,3,3,1,3,2,1,3,22,"männlich",8,4,6,4,2,4,3,1,3,"high",NA,NA,NA,NA,NA,NA,NA,0.5796654759493025
305,"a5mvk7av4usshwa7","2023-11-06T15:45:55Z","save",0,3,2,5,1,6,2,7,4,4,2,1,2,1,11,56,"männlich",11,3,1,3,4,4,1.4,5,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.590758723346955
310,"thja2et73hsz0v4y","2023-11-06T17:21:19Z","save",0,3,0,5,0,6,8,9,4,3,2,1,5,4,8,20,"female",12,3,1,3,4,1,0.8,7.666666666666667,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.6142074289411864
311,"zzlhga1q4e3b2dbz","2023-11-06T17:35:44Z","save",0,6,0,6,0,10,0,10,0,0,5,5,0,5,4,28,"weiblich",4,0,0,0,0,0,0,6.666666666666667,0,"low",NA,NA,NA,NA,NA,NA,NA,0.5426032799546112
315,"fxl5ok0l7vnwc8wv","2023-11-06T19:15:33Z","save",5,3,6,1,1,4,4,5,1,4,2,1,1,3,14,39,"male",10,3,5,3,4,2,4,4.333333333333333,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.5421752454435309
316,"60p0cx6zael90wl3","2023-11-06T19:28:48Z","save",2,5,2,3,0,10,7,7,1,1,2,3,3,2,14,29,"male",14,1,3,3,2,3,1.6,8,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.5840474114474838
317,"xap88vfxrj5rfhmh","2023-11-06T20:57:20Z","save",3,4,1,2,1,5,6,6,3,3,1,3,2,2,15,22,"female",12,2,4,4,2,3,2.2,5.666666666666667,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.6068633944007857
318,"458y0lvklzya5klt","2023-11-06T22:57:28Z","save",0,6,0,6,0,10,10,10,5,5,3,4,1,3,9,37,"weiblich",9,0,0,2,1,2,0,10,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.5943473233785181
319,"3k6r5vs8av3gyote","2023-11-07T02:09:31Z","save",0,5,5,2,0,9,6,6,5,5,1,2,4,0,15,22,"female",8,1,4,4,3,5,2,7,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5706890920016392
321,"g78ye9x7ye7e7cnv","2023-11-07T11:49:35Z","save",1,1,3,3,2,9,9,9,2,3,1,1,4,2,5,36,"male",11,5,3,4,4,3,2.8,9,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5814196141287947
328,"d57j3782ky16d1y5","2023-11-08T08:43:52Z","save",3,5,1,3,1,8,7,1,4,5,2,4,1,1,6,46,"female",9,1,3,3,1,4,1.8,5.333333333333333,3,"high",NA,NA,NA,NA,NA,NA,NA,0.569656261033208
329,"b8avualc82xd0a2e","2023-11-08T09:17:50Z","save",1,4,1,0,0,5,5,4,2,2,0,1,2,1,11,46,"male",13,2,6,5,4,4,2,4.666666666666667,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.6030769180623609
332,"v5085a4fe12t15fb","2023-11-08T12:03:32Z","save",3,2,3,1,2,3,4,3,4,3,2,2,1,2,5,30,"male",9,4,5,3,3,3,3.4,3.333333333333333,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5906824363429336
